iso3_d,sector,trade_value,predicted,gap,ratio,gdp_d
LCA,Haute technologie,736968.345,104893.59972957081,-632074.7452704292,0.14233121468680016,1299811532.163742
LKA,Haute technologie,1160510.35075,4206071.186318355,3045560.8355683545,3.624328885649411,49475265502.782616
LSO,Haute technologie,36177.448,188433.3817511603,152255.9337511603,5.208586900633796,1937001313.7111933
LTU,Haute technologie,4261554.1655,2675139.6086752806,-1586414.5568247195,0.6277380281429349,34977712608.579956
LUX,Haute technologie,1463671.239,4561695.145650448,3098023.906650448,3.1166118620784404,48386731059.137184
LVA,Haute technologie,1722334.29425,1826949.6539633523,104615.35971335229,1.0607404497852768,23386491679.125874
MAC,Haute technologie,1665228.65325,3007346.043950052,1342117.390700052,1.8059658282246485,28347347035.955383
MAR,Haute technologie,3243545.72075,5864150.2751548635,2620604.5544048636,1.8079443855654687,82608476197.29503
MDA,Haute technologie,59233.3085,431290.79531693674,372057.48681693675,7.28122075634078,5859877194.993573
MDG,Haute technologie,1402633.33975,743530.1863269823,-659103.1534230177,0.530095902653723,8964509634.5584
MDV,Haute technologie,552085.291,259867.97775065195,-292217.313249348,0.47070259249245594,2509866097.417894
MEX,Haute technologie,132745668.97475001,106647947.06359531,-26097721.911154702,0.8034005771132252,1016799065264.309
MLI,Haute technologie,1942963.91575,737159.9887258726,-1205803.9270241274,0.3793997318994588,9735939400.543306
MLT,Haute technologie,627730.99725,806361.6738608781,178630.6766108781,1.2845656457836774,8515941255.10033
MMR,Haute technologie,928179.2910000001,2567245.24921319,1639065.9582131896,2.7658936954381903,37615002449.36255
MNE,Haute technologie,144853.46933333334,353235.91958465235,208382.450251319,2.438574106718799,4284671224.960663
MNG,Haute technologie,1686768.3935,543600.7561846237,-1143167.6373153762,0.32227350137659766,6836734464.351098
MOZ,Haute technologie,454298.93675,822586.3549814345,368287.41823143454,1.8106719792613173,11327659317.685528
MUS,Haute technologie,302780.13125,998208.1917435394,695428.0604935394,3.296808768866466,9306781427.429026
MWI,Haute technologie,64759.401000000005,367959.5580493872,303200.15704938717,5.681948139844393,4998581620.827437
MYS,Haute technologie,34882173.97825,19331993.29203548,-15550180.686214518,0.5542083846061175,224427209064.9613
NAM,Haute technologie,236968.30349999998,910480.6864358796,673512.3829358795,3.8422045184447193,9272391019.900103
NER,Haute technologie,141554.22925,401160.5560814835,259606.3268314835,2.8339708266362766,5311500817.432625
NGA,Haute technologie,3318893.7369999997,20947995.332424033,17629101.595424034,6.311740294330501,304511888970.06757
NIC,Haute technologie,805042.6565,632196.3048627113,-172846.3516372887,0.7852954123092623,8889334191.781103
NLD,Haute technologie,121792413.50150001,52141030.93386493,-69651382.56763509,0.4281139476164725,752052767321.7959
NPL,Haute technologie,368739.5289999999,1121692.8927650903,752953.3637650905,3.041965410670931,14416644082.806616
NZL,Haute technologie,14816434.9065,13839851.748907363,-976583.1575926375,0.9340878447645858,138893598814.50385
OMN,Haute technologie,6949559.0215,4936951.182728546,-2012607.838771454,0.7103977630026588,51212853329.68311
PAK,Haute technologie,10420696.845999999,12439190.482168153,2018493.636168154,1.193700446908496,178750333109.22968
PAN,Haute technologie,4408006.2685,2511906.137864255,-1896100.1306357454,0.5698508542999489,32318856331.57895
PER,Haute technologie,16509013.19825,8577296.57980319,-7931716.61844681,0.5195523485748019,132682025737.53189
PHL,Haute technologie,5096137.871,14325378.294594375,9229240.423594374,2.811026439475694,189660303192.66888
POL,Haute technologie,13605808.02175,26472004.27715575,12866196.25540575,1.9456399968923626,406677642697.9287
PRT,Haute technologie,4474313.30475,14330584.460710421,9856271.155960422,3.2028567256335965,205359344650.49246
PRY,Haute technologie,388999.3135,1803872.523578433,1414873.2100784332,4.637212614459879,23979335820.93599
QAT,Haute technologie,8635463.79025,11230980.68259893,2595516.8923489302,1.3005648515693433,108661541282.5332
ROU,Haute technologie,8339096.373749999,10003798.13951288,1664701.7657628804,1.1996261574579072,145739351714.37265
RUS,Haute technologie,28291057.2295,76778873.00586773,48487815.77636774,2.7138919688659753,1257722978264.4758
RWA,Haute technologie,266783.1555,440890.9619033235,174107.80640332348,1.6526191883329886,5263961198.003878
SAU,Haute technologie,50546019.010749996,36185168.123301424,-14360850.887448572,0.7158856193126832,490566252148.79987
SDN,Haute technologie,4872377.5,4102653.6856672093,-769723.8143327907,0.8420229519710263,52988404695.579956
SEN,Haute technologie,452962.39775,1117149.7447034218,664187.3469534218,2.466318948885469,14774400983.002113
SGP,Haute technologie,93953252.72,21717603.335134417,-72235649.38486558,0.23115328853868783,215870703947.69073
SLE,Haute technologie,112072.80825,214538.24633695712,102465.43808695712,1.9142756364093974,2707559937.04345
SLV,Haute technologie,3054175.638,1170047.6907997588,-1884127.947200241,0.38309770932687887,18435658073.68421
SRB,Haute technologie,1428209.0173333334,3242469.6710706437,1814260.6537373103,2.2703047185101726,44448472088.17391
SUR,Haute technologie,857467.9967499999,268375.2065783167,-589092.7901716833,0.3129856829590377,3114133438.982385
SVK,Haute technologie,2331223.2835,5800797.3064533835,3469574.0229533836,2.488306181355701,77442187428.80673
SVN,Haute technologie,1732725.95475,3355637.2223481126,1622911.2675981126,1.9366231648744872,41742198253.1651
SWE,Haute technologie,30249476.9895,32863743.741881486,2614266.752381485,1.086423535629688,454261944284.79596
SWZ,Haute technologie,129811.57133333334,363228.571491594,233417.0001582607,2.798121675600758,3512144077.329817
SYC,Haute technologie,186159.709,106655.17821333748,-79504.53078666252,0.5729229959923148,1048888890.8118633
SYR,Haute technologie,772011.178,2052725.4202873476,1280714.2422873476,2.6589322522572956,26439983632.0783
TCA,Haute technologie,1407804.4915,53178.31181350657,-1354626.1796864935,0.03777393248464896,710301865.5555556
TCD,Haute technologie,74222.522,672060.9071576893,597838.3851576893,9.054676249854314,8362445921.23549
TGO,Haute technologie,206817.636,265951.3606525017,59133.724652501696,1.285922060594976,3258747871.559607
THA,Haute technologie,26118703.86175,23543991.977834906,-2574711.883915093,0.9014226778808241,298123706892.40063
TJK,Haute technologie,139723.21566666666,357843.92830926774,218120.71264260108,2.5610914163539213,4875991421.339799
TKM,Haute technologie,1057149.89625,1706000.6745919958,648850.7783419958,1.613773676413957,21821979294.570087
TTO,Haute technologie,5865583.219,1681193.6084210076,-4184389.610578992,0.28662002492356214,19762073024.33768
TUN,Haute technologie,2135088.0094999997,2966716.144195578,831628.1346955784,1.3895053182797514,37507292208.633194
TUR,Haute technologie,16417096.7435,42107163.22583599,25690066.482335985,2.5648361512218916,646191406607.6942
TZA,Haute technologie,939312.7355000001,2452574.9769570674,1513262.2414570674,2.611031325633578,31545069334.02875
UGA,Haute technologie,722813.08075,1288088.6241228275,565275.5433728276,1.7820494100442823,16642504225.369423
UKR,Haute technologie,6424070.99225,6968209.051400977,544138.0591509771,1.084702995936288,109414863742.39967
URY,Haute technologie,2587297.83625,2927460.4905956583,340162.65434565814,1.1314740999585444,35882466489.439926
USA,Haute technologie,10542038047.9615,10542038047.964191,0.0026912689208984375,1.0000000000002554,14942205598786.13
UZB,Haute technologie,194011.64175,2730321.730381591,2536310.088631591,14.072978846804643,39998400658.82679
VCT,Haute technologie,697853.56,50913.27109184118,-646940.2889081589,0.07295695545615785,638996871.3450292
VEN,Haute technologie,8726900.07,14912738.841329072,6185838.771329071,1.7088242929002706,245228688291.0486
VNM,Haute technologie,10536031.8955,8795076.365253745,-1740955.530246256,0.8347617445055545,116983957985.87148
YEM,Haute technologie,573748.48625,1778737.2656730956,1204988.7794230958,3.1002038494233948,25019335070.276066
ZAF,Haute technologie,26753754.16875,23439176.66773055,-3314577.501019448,0.8761079480616939,285599691793.8259
ZMB,Haute technologie,1673849.8645,1389262.3935489033,-284587.4709510966,0.8299802885630329,16347802735.99345
ZWE,Haute technologie,299087.81549999997,1063936.310126784,764848.494626784,3.5572706576098687,12530815792.805485
ABW,Machines & équipements,2265795.99025,2177649.466446089,-88146.5238039107,0.9610968841929212,2408022346.3687153
AGO,Machines & équipements,9503009.62275,20002860.661181137,10499851.038431138,2.104897443573531,75759819666.1806
ALB,Machines & équipements,8618661.20675,4457148.918371576,-4161512.288378424,0.5171509601608202,10085038493.29173
ARE,Machines & équipements,209163398.31825,132409255.49177141,-76754142.82647859,0.6330421888169255,270245095661.70395
ARG,Machines & équipements,133980720.39475,130697445.5476889,-3283274.8470610976,0.9754944230976851,381536564931.1844
ARM,Machines & équipements,1495791.87475,3456416.6119180867,1960624.7371680867,2.310760387367244,7968629470.558138
ATG,Machines & équipements,3439736.3455,1066839.896600922,-2372896.4488990777,0.3101516481042521,1161753317.7387917
AUS,Machines & équipements,561070502.55025,356338383.37437576,-204732119.1758743,0.635104468609026,999935673975.1365
AUT,Machines & équipements,38975583.48125,123952780.66682778,84977197.18557778,3.1802674801894315,357650712668.49567
AZE,Machines & équipements,6741623.673,12564074.110057345,5822450.437057344,1.863656994141646,37383666813.82969
BDI,Machines & équipements,112173.0,910218.269483038,798045.269483038,8.114414961559715,1865499911.1818137
BEL,Machines & équipements,144400233.0165,209225290.59317568,64825057.57667568,1.4489262671014416,432435600495.06464
BEN,Machines & équipements,384968.32,4461818.852705734,4076850.532705734,11.590093576286312,9020981128.866022
BFA,Machines & équipements,13099905.99125,3673531.9711571676,-9426374.020092834,0.28042430026680193,8179832248.420903
BGD,Machines & équipements,11044416.53575,31313535.483025532,20269118.947275534,2.8352367353826087,123301419818.60979
BGR,Machines & équipements,8395946.497,15147169.064063033,6751222.567063034,1.8041050010830046,42421841206.463554
BHR,Machines & équipements,5639255.927,17362510.33976517,11723254.412765168,3.0788654681614647,23391132418.812992
BHS,Machines & équipements,5997464.96025,9779168.465945235,3781703.505695235,1.6305503293074008,10260994736.842106
BIH,Machines & équipements,1556842.82575,6133212.33508044,4576369.50933044,3.939519284566058,14453528289.480524
BLR,Machines & équipements,553858.3797500001,15636488.632292513,15082630.252542512,28.23192571240051,45404071898.603806
BLZ,Machines & équipements,3653718.223,1276218.6807086393,-2377499.542291361,0.3492931317677694,1358974311.5329888
BMU,Machines & équipements,5128167.53925,4895745.755640488,-232421.78360951226,0.954677419988602,5019241357.142858
BOL,Machines & équipements,10131435.0815,7032678.129267128,-3098756.952232871,0.6941443213813607,20448763327.7884
BRA,Machines & équipements,316653150.99075,383379093.96547055,66725942.97472054,1.2107224979948794,1551309532604.0544
BRB,Machines & équipements,7293149.611500001,3784910.7309226464,-3508238.880577354,0.5189679264161146,4268847739.4736843
BRN,Machines & équipements,3833080.577,8732999.396766117,4899918.819766117,2.278323980238654,11934240457.243765
BTN,Machines & équipements,455886.381,726628.7322967614,270742.35129676136,1.59388120062477,1359193334.2080288
BWA,Machines & équipements,1222580.436,7577641.825575096,6355061.389575096,6.198072210583857,11939049404.56853
CAF,Machines & équipements,206028.29125,976786.8048478956,770758.5135978956,4.741032403470442,1698018532.5067275
CHE,Machines & équipements,190241573.73525,272139675.8895729,81898102.15432292,1.4304952936748545,531573719567.058
CHL,Machines & équipements,141901114.76925,233694513.70681724,91793398.93756723,1.6468828598481093,186520668503.99927
CHN,Machines & équipements,750742073.5597501,655678299.9302741,-95063773.62947595,0.8733735899751595,6105596782661.062
CIV,Machines & équipements,7230253.4795,10111475.781102844,2881222.301602843,1.398495337649226,24367132737.72696
CMR,Machines & équipements,4416860.764,10014507.559753526,5597646.795753526,2.2673360322737866,24479978586.218536
COD,Machines & équipements,1841576.7219999998,7272982.203337305,5431405.481337305,3.9493234881024444,23246287843.97752
COG,Machines & équipements,7911327.888499999,4936785.226072101,-2974542.6624278985,0.6240147413493341,8777520664.331556
COL,Machines & équipements,80984619.24599999,61115831.43827014,-19868787.807729855,0.7546597367164727,235122183827.9623
COM,Machines & équipements,246575.85,625297.758122565,378721.908122565,2.5359245770523144,827871605.0607958
CPV,Machines & équipements,51495.81525,817459.1945588826,765963.3793088826,15.874283970266548,1397119834.297498
CRI,Machines & équipements,13941701.5305,22505995.251899485,8564293.721399484,1.6142932914367403,35269938042.35277
CYM,Machines & équipements,2602065.1195,4040582.537111842,1438517.417611842,1.5528368244251551,4325433088.092754
CYP,Machines & équipements,1537695.59275,16128547.487688195,14590851.894938195,10.488777859370758,20711209764.183365
CZE,Machines & équipements,51964057.72125,57409530.27527614,5445472.554026142,1.1047930587568278,171359283571.63364
DEU,Machines & équipements,709100494.2820001,673409855.6534613,-35690638.62853873,0.9496677284583234,3177090624728.19
DJI,Machines & équipements,978151.312,1061664.199045732,83512.88704573188,1.0853782906807898,1375988878.9000144
DMA,Machines & équipements,848753.9945,413842.2057046523,-434911.78879534773,0.4875879328832452,448819590.6432748
DNK,Machines & équipements,40115070.451,162126517.36971098,122011446.91871098,4.041536398839091,289949432179.00183
DOM,Machines & équipements,27416704.54525,19229677.056183748,-8187027.489066251,0.7013854281591743,50054938065.53021
DZA,Machines & équipements,44687536.62925,51862637.92467971,7175101.295429714,1.1605615757019214,139152909211.0884
ECU,Machines & équipements,36016290.957499996,21499337.539803635,-14516953.41769636,0.5969336921776126,65763333783.28638
EGY,Machines & équipements,70177994.8885,56555293.80751398,-13622701.080986023,0.8058835807060318,189832041914.84985
ESP,Machines & équipements,169319553.6555,294390734.4484192,125071180.79291922,1.7386694453931224,1210617438790.3096
EST,Machines & équipements,7093353.385749999,10146085.055231383,3052731.6694813836,1.4303650901721725,19047744509.813984
ETH,Machines & équipements,11021337.47075,10185857.259736061,-835480.2110139392,0.9241942991736478,34917528398.321526
FIN,Machines & équipements,65938573.888,88157559.40292308,22218985.51492308,1.3369649084716808,226995950268.8887
FJI,Machines & équipements,1915071.47975,2668891.566896037,753820.0871460373,1.39362503964836,3503986725.6381316
FRA,Machines & équipements,889873520.1637499,768096775.6161984,-121776744.54755151,0.8631527494770911,2373376999021.079
GAB,Machines & équipements,6976769.26175,8578979.424781539,1602210.163031539,1.2296492979659832,12378194115.882967
GBR,Machines & équipements,1127104983.24125,839033836.1402973,-288071147.10095274,0.7444149822915894,2530160235695.433
GEO,Machines & équipements,3942147.8002500003,4408403.690533864,466255.890283864,1.11827458378255,11014451748.02854
GHA,Machines & équipements,10878073.763,12607256.183905732,1729182.4209057316,1.158960350755045,31720361284.931545
GIN,Machines & équipements,3638221.533,3104893.266442284,-533328.2665577158,0.8534096228829846,6319630585.273155
GMB,Machines & équipements,46421.332,902850.4924262561,856429.160426256,19.449043220609354,1201431426.885402
GNQ,Machines & équipements,1032867.375,9339081.304141648,8306213.929141648,9.041897856577808,12160148834.519697
GRC,Machines & équipements,15910325.535,109493782.1978067,93583456.6628067,6.881932236831928,237332329334.94003
GRD,Machines & équipements,788997.7235000001,714492.6136133168,-74505.10988668329,0.9055699304730842,789267629.6296299
GTM,Machines & équipements,13894044.869749999,15010362.012366815,1116317.1426168159,1.0803450077412124,42712790935.52229
HKG,Machines & équipements,323868353.076,113669868.25532381,-210198484.82067615,0.35097553427410577,236815011643.94193
HND,Machines & équipements,7363083.29875,5949765.2710041925,-1413318.0277458075,0.8080535055218321,14774507531.168861
HRV,Machines & équipements,5647686.24775,20265240.353637088,14617554.105887089,3.5882376365561424,49931617150.77174
HTI,Machines & équipements,3475965.13675,3592056.467091628,116091.33034162782,1.0333983011262802,6297876005.777707
HUN,Machines & équipements,63270104.5495,39769869.711971246,-23500234.837528758,0.6285728464516269,118055660866.39555
IDN,Machines & équipements,97590981.22925,130379021.76104175,32788040.531791747,1.3359740840679704,598147522476.3346
IND,Machines & équipements,157518612.62875,228077087.92033437,70558475.29158437,1.44793738412286,1436364681977.5505
IRL,Machines & équipements,110113996.1045,139759206.61211976,29645210.50761977,1.2692229104053765,232162097674.95697
IRN,Machines & équipements,28755591.43175,71480516.81456584,42724925.38281584,2.4857953968438236,344534721003.3674
IRQ,Machines & équipements,25322464.17575,38353132.75225752,13030668.57650752,1.5145892787553554,151164645688.28207
ISL,Machines & équipements,6606824.331499999,14135802.631721156,7528978.300221156,2.1395759781782777,16008018592.843403
ISR,Machines & équipements,86922965.0235,332562295.5789165,245639330.5554165,3.8259428390300174,223326660613.80545
ITA,Machines & équipements,310610996.36125,617022892.7450514,306411896.3838014,1.9864811612382038,1901610632648.8
JAM,Machines & équipements,14121531.30775,9248506.405750224,-4873024.901999775,0.6549223454735802,12552978795.89915
JOR,Machines & équipements,9890938.95125,12390249.708470382,2499310.757220382,1.252686905615217,24163766903.15655
JPN,Machines & équipements,387782700.37525,885841937.0768425,498059236.70159256,2.2843771427132515,4939560442460.044
KAZ,Machines & équipements,54739092.9875,35492556.50280453,-19246536.484695464,0.6483950421120327,121333128361.47089
KEN,Machines & équipements,9062235.5265,13625975.51867204,4563739.99217204,1.5035997992798407,40423708289.42675
KGZ,Machines & équipements,7377984.27475,1785126.739675393,-5592857.535074607,0.24195317761583077,4697127557.68083
KHM,Machines & équipements,1090929.167,4895738.399386122,3804809.232386122,4.487677612332206,11573241535.360514
KOR,Machines & équipements,277812810.9165,343156420.84117985,65343609.924679875,1.2352073315449794,1066859287447.412
KWT,Machines & équipements,35975366.2505,63876075.662902534,27900709.412402533,1.7755503924026002,107055218638.69104
LAO,Machines & équipements,1498111.2825,3968368.0658166897,2470256.7833166895,2.6489140774605238,7769370123.947354
LBN,Machines & équipements,6746354.07475,19461212.18742539,12714858.112675391,2.884700680070156,34607492062.86811
LBR,Machines & équipements,2842500.04875,1215814.5388762443,-1626685.5098737557,0.4277271831220912,1979962157.8947368
LCA,Machines & équipements,1020592.00925,1176217.7194848224,155625.71023482236,1.1524857228200196,1299811532.163742
LKA,Machines & équipements,7874344.253500001,18993195.82954333,11118851.57604333,2.4120352397726585,49475265502.782616
LSO,Machines & équipements,53952.0,1243077.0006768012,1189125.0006768012,23.04042483460856,1937001313.7111933
LTU,Machines & équipements,10115415.6635,15329251.472155064,5213835.808655065,1.5154346575661175,34977712608.579956
LUX,Machines & équipements,46968908.70725,39497157.89640981,-7471750.810840189,0.8409213452794813,48386731059.137184
LVA,Machines & équipements,2644629.00675,11212976.719022145,8568347.712272145,4.239905366840787,23386491679.125874
MAC,Machines & équipements,6851171.180749999,21007071.70226879,14155900.521518791,3.066201551246183,28347347035.955383
MAR,Machines & équipements,14442385.26125,32143841.24685653,17701455.98560653,2.2256601430721323,82608476197.29503
MDA,Machines & équipements,770620.909,2441056.3908855026,1670435.4818855026,3.167648791223627,5859877194.993573
MDG,Machines & équipements,21770149.61675,3452668.7542740204,-18317480.862475976,0.15859646419781745,8964509634.5584
MDV,Machines & équipements,7616629.23525,1870595.220143239,-5746034.015106761,0.24559357720683914,2509866097.417894
MEX,Machines & équipements,1014647086.533,677214357.0400944,-337432729.4929056,0.667438330064203,1016799065264.309
MLI,Machines & équipements,7522623.195499999,4438972.03577354,-3083651.1597264595,0.5900829963713873,9735939400.543306
MLT,Machines & équipements,1233714.7015,6860117.860826071,5626403.159326071,5.560538309615071,8515941255.10033
MMR,Machines & équipements,1858879.058,8377028.2683191,6518149.2103191,4.506494509294267,37615002449.36255
MNE,Machines & équipements,95636.81800000001,2418475.2671845276,2322838.4491845276,25.288119343164755,4284671224.960663
MNG,Machines & équipements,26580516.765750002,3020585.9437695267,-23559930.821980476,0.11363909777938049,6836734464.351098
MOZ,Machines & équipements,2514268.126,2943756.2161960285,429488.09019602835,1.170820321728896,11327659317.685528
MUS,Machines & équipements,963559.88975,6405780.743337572,5442220.8535875715,6.648035904648937,9306781427.429026
MWI,Machines & équipements,523016.27625,1457894.7367100562,934878.4604600562,2.787474889238796,4998581620.827437
MYS,Machines & équipements,94947374.27250001,78661013.14718013,-16286361.125319883,0.8284695996060107,224427209064.9613
NAM,Machines & équipements,3622245.318,5850069.581443635,2227824.263443635,1.6150395867372433,9272391019.900103
NER,Machines & équipements,2951364.3910000003,2358072.2149275737,-593292.1760724266,0.7989769823470007,5311500817.432625
NGA,Machines & équipements,26498936.56375,78887338.25884116,52388401.69509116,2.9770001550461243,304511888970.06757
NIC,Machines & équipements,2037324.51375,5545754.145592661,3508429.6318426607,2.722076973090984,8889334191.781103
NLD,Machines & équipements,455476508.58325,228775959.36005116,-226700549.22319883,0.5022782844973804,752052767321.7959
NPL,Machines & équipements,2785349.113,5439238.793508851,2653889.680508851,1.952803247579418,14416644082.806616
NZL,Machines & équipements,101611556.95175,72620715.6436155,-28990841.308134496,0.7146895276695668,138893598814.50385
OMN,Machines & équipements,47275232.57225,29943829.366472214,-17331403.205777787,0.6333935918921081,51212853329.68311
PAK,Machines & équipements,37104836.42425,44768998.86147246,7664162.437222458,1.2065542709740533,178750333109.22968
PAN,Machines & équipements,19022383.97625,21520924.405020256,2498540.4287702553,1.1313473869463342,32318856331.57895
PER,Machines & équipements,72358972.6245,36149435.1843932,-36209537.44010681,0.49958469382901893,132682025737.53189
PHL,Machines & équipements,61476108.157749996,52622807.452309504,-8853300.705440491,0.8559879444104921,189660303192.66888
POL,Machines & équipements,194228415.5285,102481030.19133334,-91747385.33716665,0.5276314998116012,406677642697.9287
PRT,Machines & équipements,26386923.4655,70040232.42791387,43653308.96241388,2.654353870374054,205359344650.49246
PRY,Machines & équipements,7385966.942000001,8873490.120156009,1487523.178156008,1.2013985697251457,23979335820.93599
QAT,Machines & équipements,37630061.697000004,73573520.9352784,35943459.2382784,1.955179386302838,108661541282.5332
ROU,Machines & équipements,24501855.1415,41529187.04737245,17027331.905872453,1.694940518076626,145739351714.37265
RUS,Machines & équipements,313997275.83599997,231874113.1135347,-82123162.72246528,0.7384589961686228,1257722978264.4758
RWA,Machines & équipements,254365.02625,2450971.1456531617,2196606.1194031616,9.635645205580465,5263961198.003878
SAU,Machines & équipements,155219118.9915,124164726.69595289,-31054392.295547098,0.7999319124002522,490566252148.79987
SDN,Machines & équipements,23900939.5,18949720.826715495,-4951218.673284505,0.7928441819919043,52988404695.579956
SEN,Machines & équipements,5541208.99025,7032713.0239608595,1491504.0337108597,1.2691658149575709,14774400983.002113
SGP,Machines & équipements,504172223.102,108458212.31163304,-395714010.79036695,0.21512135604045496,215870703947.69073
SLE,Machines & équipements,726045.21825,1501391.3760265266,775346.1577765265,2.0679034009002324,2707559937.04345
SLV,Machines & équipements,6491976.18775,7779372.760770312,1287396.573020312,1.1983058063967575,18435658073.68421
SRB,Machines & équipements,5650299.916333333,16116658.364378648,10466358.448045315,2.8523544949871056,44448472088.17391
SUR,Machines & équipements,11193448.233,2688011.370045765,-8505436.862954235,0.24014149296023862,3114133438.982385
SVK,Machines & équipements,7662642.53725,29900908.068551704,22238265.531301703,3.902166638101151,77442187428.80673
SVN,Machines & équipements,4008521.8782499996,19973227.570436485,15964705.692186486,4.982691420199058,41742198253.1651
SWE,Machines & équipements,135483661.43875,156442367.47015882,20958706.031408817,1.1546954504243592,454261944284.79596
SWZ,Machines & équipements,440485.32175,2501800.163768481,2061314.8420184809,5.679644792314765,3512144077.329817
SYC,Machines & équipements,933685.0432500001,789151.614423761,-144533.42882623908,0.8452010880209213,1048888890.8118633
SYR,Machines & équipements,18131205.0,11032892.227792626,-7098312.772207374,0.6085029774795788,26439983632.0783
TCA,Machines & équipements,1226359.02875,679871.2054862649,-546487.8232637352,0.5543818649741113,710301865.5555556
TCD,Machines & équipements,2618462.64375,3881631.4067414035,1263168.7629914037,1.4824085483924918,8362445921.23549
TGO,Machines & équipements,786235.147,1756139.5807522878,969904.4337522878,2.233606049606286,3258747871.559607
THA,Machines & équipements,153505765.387,87528777.83826967,-65976987.54873033,0.570198634674097,298123706892.40063
TJK,Machines & équipements,907000.292,1722336.3551321754,815336.0631321754,1.8989369356588646,4875991421.339799
TKM,Machines & équipements,8279525.384,8247908.297615125,-31617.08638487477,0.9961812924149042,21821979294.570087
TTO,Machines & équipements,21337584.558,16116951.433798028,-5220633.12420197,0.755331578885548,19762073024.33768
TUN,Machines & équipements,5936903.00725,18198580.343808025,12261677.336558025,3.065332265254185,37507292208.633194
TUR,Machines & équipements,107385290.038,137101823.3486773,29716533.310677305,1.2767281561577162,646191406607.6942
TZA,Machines & équipements,6932394.76675,10431850.701084504,3499455.9343345035,1.5047975558343882,31545069334.02875
UGA,Machines & équipements,4485995.6595,5958469.096706228,1472473.4372062283,1.3282378203126366,16642504225.369423
UKR,Machines & équipements,25023985.79275,26431017.76000533,1407031.9672553279,1.0562273324045355,109414863742.39967
URY,Machines & équipements,18532266.79525,14716405.815699227,-3815860.9795507714,0.7940963713878318,35882466489.439926
USA,Machines & équipements,43027441615.29401,43027441615.29647,0.00246429443359375,1.0000000000000573,14942205598786.13
UZB,Machines & équipements,2621580.365,10449024.600138348,7827444.235138347,3.98577313884419,39998400658.82679
VCT,Machines & équipements,986569.607,581792.4023718573,-404777.20462814264,0.5897124726363655,638996871.3450292
VEN,Machines & équipements,60812795.671,70798019.7824213,9985224.11142131,1.1641961038173911,245228688291.0486
VNM,Machines & équipements,41398579.438999996,32899127.62672094,-8499451.812279057,0.794692186846584,116983957985.87148
YEM,Machines & équipements,8678878.99225,6690922.478200628,-1987956.5140493708,0.7709431695240179,25019335070.276066
ZAF,Machines & équipements,171645068.436,87576713.6978223,-84068354.73817769,0.510219807046052,285599691793.8259
ZMB,Machines & équipements,8006851.0465,6959475.467352377,-1047375.5791476229,0.8691900757157888,16347802735.99345
ZWE,Machines & équipements,1782274.4485,5278335.790245307,3496061.3417453067,2.9615729466848757,12530815792.805485
ABW,Manufacturier de base,891873.16375,787501.4093034382,-104371.7544465618,0.8829746664786764,2408022346.3687153
AGO,Manufacturier de base,1171571.296,9748868.723421635,8577297.427421635,8.321191170103262,75759819666.1806
ALB,Manufacturier de base,2930334.61675,917787.3474429724,-2012547.2693070276,0.3132022336960547,10085038493.29173
ARE,Manufacturier de base,173298266.49650002,167833649.61052835,-5464616.885971665,0.9684669847168839,270245095661.70395
ARG,Manufacturier de base,23779672.1065,343333896.39093906,319554224.2844391,14.43812575939982,381536564931.1844
ARM,Manufacturier de base,3635383.45875,580019.489446356,-3055363.9693036443,0.15954836567523784,7968629470.558138
ATG,Manufacturier de base,1075828.5699999998,315894.00214898883,-759934.567851011,0.2936285677456854,1161753317.7387917
AUS,Manufacturier de base,235551188.44175,720155367.9748976,484604179.53314763,3.057320036205152,999935673975.1365
AUT,Manufacturier de base,18631621.04575,113202352.39897941,94570731.3532294,6.0758187449718255,357650712668.49567
AZE,Manufacturier de base,1238533.92075,4575294.038140362,3336760.117390362,3.694120896882478,37383666813.82969
BDI,Manufacturier de base,13958.464500000002,235527.66424573786,221569.19974573786,16.87346514695351,1865499911.1818137
BEL,Manufacturier de base,1430450456.7765,557013640.7070721,-873436816.0694278,0.38939736645077144,432435600495.06464
BEN,Manufacturier de base,343490.10025,2390965.0212248466,2047474.9209748465,6.960797471265248,9020981128.866022
BFA,Manufacturier de base,3861007.459,2352786.265190882,-1508221.1938091177,0.6093710748231119,8179832248.420903
BGD,Manufacturier de base,56273575.8635,67593895.97504558,11320320.111545578,1.2011658213973235,123301419818.60979
BGR,Manufacturier de base,13279779.954249999,6210662.391764436,-7069117.562485563,0.46767811011633553,42421841206.463554
BHR,Manufacturier de base,5461238.6705,6347981.179426943,886742.508926943,1.1623702171664578,23391132418.812992
BHS,Manufacturier de base,5591917.585,7869739.3202195,2277821.7352195,1.4073417929709169,10260994736.842106
BIH,Manufacturier de base,147834.46275,1550428.2363268503,1402593.7735768503,10.487596785525913,14453528289.480524
BLR,Manufacturier de base,580423.4745,7569747.498964823,6989324.024464823,13.041766626488885,45404071898.603806
BLZ,Manufacturier de base,1109405.03775,446864.85981567274,-662540.1779343272,0.40279685471950416,1358974311.5329888
BMU,Manufacturier de base,15429218.448,3368628.5340254866,-12060589.913974514,0.21832787871780648,5019241357.142858
BOL,Manufacturier de base,3033599.3745,2538422.980443532,-495176.3940564678,0.8367693512139904,20448763327.7884
BRA,Manufacturier de base,249873756.30575,2628836406.8134575,2378962650.5077076,10.520658294329902,1551309532604.0544
